timestamp,cpu_percent,bytes_sent,player1_pos_x,player1_pos_y
1765491118.2871134,0.0,0,0,0
1765491118.3818934,100.0,0,0,0
1765491118.4217303,66.7,0,0,0
1765491118.4839969,100.0,0,0,0
1765491118.5880184,100.0,0,0,0
1765491118.6386898,85.7,0,0,0
1765491118.6894903,87.5,0,0,0
1765491118.7398305,88.9,0,0,0
1765491118.7970648,100.0,0,0,0
1765491118.8481748,90.0,0,0,0
1765491118.903688,100.0,0,0,0
1765491118.9555287,100.0,0,0,0
1765491119.0078235,90.9,0,0,0
1765491119.0580404,100.0,0,0,0
1765491119.1085272,75.0,0,0,0
1765491119.1591635,100.0,0,0,0
1765491119.2098753,75.0,0,0,0
1765491119.262954,90.0,0,0,0
1765491119.3130176,100.0,0,0,0
1765491119.3670175,100.0,0,0,0
1765491119.4176831,100.0,0,0,0
1765491119.473145,90.0,0,0,0
1765491119.5214412,100.0,0,0,0
1765491119.5733669,100.0,0,0,0
1765491119.6235447,90.0,0,0,0
1765491119.6739311,100.0,0,0,0
1765491119.7257853,100.0,0,0,0
1765491119.797636,86.7,0,0,0
1765491119.8480027,100.0,0,0,0
1765491119.9022229,87.5,0,0,0
1765491119.9548373,87.5,0,0,0
1765491120.0121822,100.0,0,0,0
1765491120.0656986,100.0,0,0,0
1765491120.118765,100.0,0,0,0
1765491120.1695387,71.4,0,0,0
1765491120.2200913,100.0,0,0,0
1765491120.2705672,100.0,0,0,0
1765491120.3224168,100.0,0,0,0
1765491120.376172,90.9,0,0,0
1765491120.4293265,100.0,0,0,0
1765491120.4786177,85.7,0,0,0
1765491120.5299187,100.0,0,0,0
1765491120.5820613,100.0,0,0,0
1765491120.6357753,100.0,0,0,0
1765491120.6869135,100.0,0,0,0
1765491120.7392077,90.0,0,0,0
1765491120.7991598,100.0,0,0,0
1765491120.8539445,100.0,0,0,0
1765491120.9090672,100.0,0,0,0
1765491120.96111,100.0,0,0,0
1765491121.041645,88.9,0,0,0
1765491121.1139657,90.0,0,0,0
1765491121.1711853,87.5,0,0,0
1765491121.2388785,83.3,0,0,0
1765491121.307064,80.0,0,0,0
1765491121.4016628,76.9,0,0,0
1765491121.4818995,100.0,0,0,0
1765491121.5368361,100.0,0,0,0
1765491121.6085267,100.0,0,0,0
1765491121.662581,100.0,0,0,0
1765491121.8048224,100.0,0,0,0
1765491121.8563685,100.0,0,0,0
1765491121.915531,100.0,0,0,0
1765491121.9729495,100.0,0,0,0
1765491122.0906727,100.0,0,0,0
1765491122.4049768,100.0,0,0,0
1765491122.4647605,100.0,0,0,0
1765491122.5442321,100.0,0,0,0
1765491122.6001647,100.0,0,0,0
1765491122.678173,100.0,0,0,0
1765491122.728858,100.0,0,0,0
1765491122.8241796,100.0,0,0,0
1765491122.8749115,100.0,0,0,0
1765491122.9497259,100.0,0,0,0
1765491123.0694797,100.0,0,0,0
1765491123.1218662,100.0,0,0,0
1765491123.2793713,100.0,0,0,0
1765491123.3430712,100.0,0,0,0
1765491123.4587643,100.0,0,0,0
1765491123.5603385,100.0,0,0,0
1765491123.6277804,100.0,0,0,0
1765491123.7028794,100.0,0,0,0
1765491123.798288,100.0,0,0,0
1765491123.8678439,100.0,0,0,0
1765491123.926447,100.0,0,0,0
1765491123.9846382,100.0,0,0,0
1765491124.049036,100.0,0,0,0
1765491124.1004417,100.0,0,0,0
1765491124.1568322,100.0,0,0,0
1765491124.405455,100.0,0,0,0
1765491124.4642963,100.0,0,0,0
1765491124.5790212,100.0,0,0,0
1765491124.7858424,100.0,0,0,0
1765491124.842849,100.0,0,0,0
1765491124.8959079,100.0,0,0,0
1765491124.9467072,100.0,0,0,0
1765491125.1194623,100.0,0,0,0
1765491125.1790829,100.0,0,0,0
1765491125.2306964,100.0,0,0,0
1765491125.2970483,100.0,0,0,0
1765491125.3513968,100.0,809,0,0
1765491125.4142172,100.0,1191,0,0
1765491125.4983273,100.0,1573,0,0
1765491125.5356853,100.0,1955,0,0
1765491125.6321554,100.0,2337,0,0
1765491125.6977537,100.0,2906,1,0
1765491125.7530496,100.0,3470,1,0
1765491125.8191228,100.0,3916,1,0
1765491125.8710268,100.0,4480,2,0
1765491125.9299903,100.0,5830,2,0
1765491126.0005476,100.0,6722,2,0
1765491126.0562375,100.0,7614,2,0
1765491126.1860893,26.7,9573,2,0
1765491126.2367346,100.0,11112,2,0
1765491126.2867634,85.7,12651,2,0
1765491126.3425252,88.9,14310,3,0
1765491126.6019475,89.5,15849,3,0
1765491126.605049,100.0,17388,3,0
1765491126.705861,100.0,19409,2,0
1765491126.7549942,100.0,21344,2,0
1765491126.8055127,100.0,23516,2,0
1765491126.856025,100.0,25451,2,0
1765491126.9140093,100.0,27386,1,0
1765491126.9659529,100.0,29321,1,0
1765491127.0193772,100.0,31256,1,0
1765491127.0735128,100.0,33191,1,0
1765491127.1256673,100.0,35126,0,0
1765491127.1771975,88.9,37634,0,0
1765491127.229491,100.0,40482,0,0
1765491127.281996,100.0,43450,0,0
1765491127.3353705,100.0,46298,0,0
1765491127.3885443,85.7,48210,0,0
1765491127.4408665,100.0,51445,0,0
1765491127.4910564,85.7,54680,0,0
1765491127.5424068,100.0,57915,0,0
1765491127.5930169,90.0,61031,0,0
1765491127.6580522,100.0,64271,0,0
1765491127.7044196,100.0,66051,0,0
1765491127.7636995,90.0,69427,1,0
1765491127.8163505,100.0,72922,1,0
1765491127.8699896,100.0,76298,1,0
1765491127.9260767,100.0,79674,1,0
1765491127.9778678,100.0,83050,2,0
1765491128.0282164,100.0,86426,2,0
1765491128.080769,100.0,89802,2,0
1765491128.1311488,100.0,93178,2,0
1765491128.1815739,100.0,95092,3,0
1765491128.233514,100.0,98736,3,0
1765491128.2878149,75.0,102501,3,0
1765491128.3398526,100.0,106145,3,0
1765491128.3965988,87.5,108057,3,0
1765491128.4611113,91.7,109970,3,0
1765491128.5111208,100.0,114269,3,0
1765491128.5627358,100.0,118569,3,0
1765491128.6242058,100.0,122749,3,0
1765491128.6713448,100.0,126929,3,0
1765491128.7272742,100.0,131228,3,0
1765491128.7773643,100.0,135408,3,0
1765491128.8276021,100.0,139707,2,0
1765491128.8793242,100.0,143887,2,0
1765491128.928318,100.0,148067,2,0
1765491128.983818,88.9,152247,2,0
1765491129.0349143,100.0,156427,2,0
1765491129.0945961,100.0,160607,2,0
1765491129.1480367,100.0,162525,2,0
1765491129.2001438,87.5,166977,2,0
1765491129.2599437,100.0,171550,2,0
1765491129.311665,100.0,176002,2,0
1765491129.3639684,100.0,180454,2,0
1765491129.414291,100.0,182367,2,0
1765491129.4680886,100.0,184280,2,1
1765491129.5188024,100.0,189388,2,1
1765491129.5726154,100.0,194496,2,1
1765491129.6634805,85.7,199484,2,1
1765491129.713907,85.7,201392,2,1
1765491129.769801,100.0,206644,2,1
1765491129.82073,100.0,212015,2,1
1765491129.8720758,85.7,217267,2,0
1765491129.9406579,100.0,222519,2,0
1765491129.9866915,85.7,227890,2,0
1765491130.0396974,100.0,233142,2,0
1765491130.0905278,100.0,238394,1,0
1765491130.1412208,100.0,243646,1,0
1765491130.1926203,90.0,245560,1,0
1765491130.2432663,80.0,251080,1,0
1765491130.3085756,90.0,256721,1,0
1765491130.3589885,100.0,262241,1,0
1765491130.421358,100.0,264154,1,0
1765491130.4814444,100.0,270182,0,0
1765491130.5295045,85.7,275970,0,0
1765491130.5889144,100.0,281878,0,0
1765491130.6409605,100.0,287666,0,0
1765491130.6939232,100.0,293454,0,0
1765491130.7459548,100.0,299361,0,0
1765491130.7968855,100.0,305149,0,0
1765491130.8479145,87.5,311056,0,0
1765491130.89889,100.0,316844,0,0
1765491130.9546356,100.0,322751,0,0
1765491131.0078602,100.0,328539,0,0
1765491131.0590305,100.0,334327,0,0
1765491131.1161776,88.9,340115,0,0
1765491131.1693907,100.0,345903,0,0
1765491131.2225685,100.0,347821,0,0
1765491131.273895,71.4,354002,0,0
1765491131.3335402,80.0,360062,0,0
1765491131.3851466,85.7,366122,0,0
1765491131.4396734,90.0,372302,0,0
1765491131.490126,100.0,374211,0,0
1765491131.5433223,100.0,380655,0,0
1765491131.5926645,100.0,387099,0,0
1765491131.643439,87.5,393423,0,0
1765491131.759294,100.0,399747,0,0
1765491131.8108501,87.5,406190,0,0
1765491131.8676627,100.0,412514,0,1
1765491131.9199865,85.7,418957,0,1
1765491132.0354335,100.0,425281,0,0
1765491132.1300066,93.3,431605,0,0
1765491132.1865094,100.0,433523,0,0
1765491132.2403855,87.5,440119,0,0
1765491132.2949295,100.0,446715,0,0
1765491132.3561592,100.0,453432,0,0
1765491132.4008424,85.7,460028,0,0
1765491132.4607804,87.5,461941,0,0
1765491132.529268,90.0,463850,0,0
1765491132.6498253,87.5,471098,0,0
1765491132.7485566,87.5,478346,0,0
1765491132.7947142,87.5,485474,0,0
1765491132.8573601,90.9,492602,0,0
1765491132.90898,88.9,499849,0,0
1765491132.9693084,75.0,506977,0,0
1765491133.0197196,88.9,514224,0,0
1765491133.0774727,100.0,521471,0,0
1765491133.13617,88.9,528599,0,0
1765491133.197163,71.4,530513,0,0
1765491133.2535868,100.0,537909,0,0
1765491133.3201516,90.9,545426,0,0
1765491133.385316,100.0,552822,0,1
1765491133.436989,100.0,554731,0,1
1765491133.4879403,100.0,556640,0,1
1765491133.5387206,100.0,564684,0,1
1765491133.5964289,100.0,572728,0,2
1765491133.6564415,100.0,580652,0,2
1765491133.703707,100.0,588576,0,2
1765491133.7570412,100.0,596500,0,2
1765491133.8077493,90.0,604424,0,3
1765491133.858949,100.0,606332,0,3
1765491133.908615,100.0,614520,0,3
1765491133.9673357,100.0,622827,0,3
1765491134.0189173,100.0,631015,0,3
1765491134.0733716,100.0,639203,0,3
1765491134.123469,100.0,647391,0,3
1765491134.237104,90.0,655579,0,3
1765491134.2902586,85.7,657618,0,4
1765491134.346217,100.0,666078,0,4
1765491134.398023,100.0,674659,0,4
1765491134.4516997,100.0,683239,0,4
1765491134.5044112,80.0,685152,0,4
1765491134.560202,100.0,694000,0,4
1765491134.6151338,100.0,702848,0,4
1765491134.6672637,100.0,711576,1,4
1765491134.734029,100.0,720304,1,4
1765491134.791441,90.0,729032,1,4
1765491134.8516355,100.0,737760,1,4
1765491134.9160154,90.0,739668,1,5
1765491134.968319,100.0,748779,1,5
1765491135.0292482,100.0,757890,1,5
1765491135.079915,100.0,766882,1,5
1765491135.1283803,100.0,775874,1,5
1765491135.1779175,71.4,784866,1,5
1765491135.237014,85.7,786788,1,5
1765491135.28975,100.0,796056,2,5
1765491135.3464801,100.0,805445,2,5
1765491135.4014122,85.7,814713,2,5
1765491135.4548175,85.7,816751,2,5
1765491135.5069985,100.0,818668,3,5
1765491135.5736585,80.0,828592,3,5
1765491135.636705,80.0,838516,3,5
1765491135.6869266,100.0,848320,3,4
1765491135.740751,88.9,858124,3,4
1765491135.7920291,90.0,867928,3,4
1765491135.853076,100.0,869840,3,4
1765491135.923986,92.9,879908,3,3
1765491135.9649906,83.3,890095,3,3
1765491136.017998,100.0,900163,3,3
1765491136.0688875,100.0,910231,3,3
1765491136.1195185,100.0,920299,4,3
1765491136.1716998,87.5,930367,4,3
1765491136.2232313,100.0,932289,4,3
1765491136.2741916,100.0,942629,4,3
1765491136.3247542,100.0,952969,4,2
1765491136.3822758,100.0,963430,4,2
1765491136.4284472,83.3,973770,4,2
1765491136.4838488,100.0,975687,3,2
1765491136.5351434,87.5,986415,3,2
1765491136.5945716,100.0,997143,3,2
1765491136.6454163,100.0,1007871,3,2
1765491136.7035587,100.0,1018479,2,2
1765491136.7515547,100.0,1029087,2,2
1765491136.803492,80.0,1039695,2,2
1765491136.8569984,100.0,1041607,2,2
1765491136.9185684,100.0,1052479,2,2
1765491136.9660451,83.3,1063470,2,2
1765491137.0174658,100.0,1074342,2,2
1765491137.0722716,100.0,1085214,2,2
1765491137.126466,100.0,1096086,2,2
1765491137.1913404,75.0,1106958,2,2
1765491137.2434368,87.5,1117951,2,2
1765491137.3156695,100.0,1128823,2,2
1765491137.3570995,85.7,1139816,1,2
1765491137.4120836,100.0,1150688,1,2
1765491137.4642448,100.0,1161801,1,2
1765491137.5154824,100.0,1163714,0,2
1765491137.5764036,85.7,1174970,0,2
1765491137.6332018,92.3,1186226,0,2
1765491137.682399,100.0,1197482,0,2
1765491137.734455,100.0,1208618,1,2
1765491137.7850008,87.5,1219754,1,2
1765491137.8358397,100.0,1230890,1,2
1765491137.8887048,100.0,1232798,1,2
1765491137.942718,100.0,1244313,2,2
1765491137.9947739,100.0,1255709,2,2
1765491138.0560358,100.0,1267105,2,2
1765491138.1105988,100.0,1278501,2,2
1765491138.1769972,100.0,1289897,2,3
1765491138.2248178,100.0,1291819,2,3
1765491138.299235,100.0,1303487,2,3
1765491138.345566,100.0,1315276,2,3
1765491138.397752,87.5,1326944,3,3
1765491138.449446,100.0,1338612,3,3
1765491138.5156448,100.0,1350400,3,3
1765491138.5693426,100.0,1352321,3,4
1765491138.6243055,85.7,1364501,3,4
1765491138.676273,100.0,1376441,3,4
1765491138.72854,88.9,1388381,3,4
1765491138.778527,83.3,1400321,3,4
1765491138.833084,100.0,1402237,3,5
1765491138.8868468,100.0,1414441,3,5
1765491138.9405499,87.5,1426637,3,5
1765491138.9902573,88.9,1438952,3,5
1765491139.0418472,100.0,1451148,4,5
1765491139.0944972,100.0,1463344,4,5
1765491139.148076,100.0,1475540,4,5
1765491139.1977296,100.0,1487736,4,4
1765491139.248181,100.0,1489658,4,4
1765491139.3006334,100.0,1502134,4,4
1765491139.3514035,85.7,1514731,4,4
1765491139.4090183,100.0,1527207,4,4
1765491139.4629035,100.0,1539683,5,4
1765491139.5108228,85.7,1541608,5,4
1765491139.5632544,100.0,1554472,5,4
1765491139.6147044,100.0,1567336,5,4
1765491139.6919098,91.7,1580200,5,4
1765491139.737892,100.0,1592936,5,4
1765491139.786777,100.0,1605672,5,4
1765491139.8381639,100.0,1618408,5,3
1765491139.8931818,100.0,1620316,5,3
1765491139.9398546,100.0,1633312,5,3
1765491139.994767,100.0,1646427,5,3
1765491140.0447369,100.0,1659423,5,3
1765491140.097027,100.0,1672538,4,3
1765491140.150931,100.0,1685534,4,3
1765491140.2016532,87.5,1698530,4,3
1765491140.2636335,88.9,1711647,4,4
1765491140.3098657,88.9,1724643,4,4
1765491140.5294664,94.9,1737760,4,4
1765491140.56445,100.0,1750756,4,4
1765491140.6167536,62.5,1753027,3,4
1765491140.6718006,100.0,1766287,3,4
1765491140.7261505,100.0,1779547,3,4
1765491140.7863345,100.0,1793046,3,5
1765491140.8418386,100.0,1806306,3,5
1765491140.8933256,100.0,1819685,3,5
1765491140.9450314,100.0,1832945,3,5
1765491140.995024,100.0,1846324,3,5
1765491141.0870032,54.5,1859584,3,5
1765491141.2770727,36.4,1872844,3,6
1765491141.3318286,100.0,1886104,3,6
1765491141.385322,100.0,1899485,3,6
1765491141.4530094,100.0,1912745,3,6
1765491141.4983807,100.0,1926126,3,6
1765491141.5564015,100.0,1939386,3,6
1765491141.601266,100.0,1941298,3,6
1765491141.6590965,100.0,1954822,3,7
1765491141.713119,100.0,1968465,3,7
1765491141.76605,100.0,1981989,3,7
1765491141.8211854,100.0,1995513,4,7
1765491141.8801363,100.0,2009037,4,7
1765491141.9335463,100.0,2010949,4,7
1765491141.9917736,100.0,2024856,4,7
1765491142.0433135,100.0,2038644,3,7
1765491142.1116107,100.0,2052432,3,7
1765491142.15523,100.0,2066220,3,7
1765491142.2043827,77.8,2080008,3,7
1765491142.2550902,83.3,2093796,3,7
1765491142.3189318,100.0,2107584,3,7
1765491142.3738196,100.0,2121372,3,7
1765491142.4285033,100.0,2123294,3,7
1765491142.4774396,100.0,2137354,3,8
1765491142.5504744,91.7,2151535,3,8
1765491142.603744,100.0,2153564,3,8
1765491142.6541848,100.0,2167884,3,8
1765491142.7107127,85.7,2182323,2,8
1765491142.761415,100.0,2196643,2,8
1765491142.832943,100.0,2210963,2,8
1765491142.8723617,100.0,2225283,2,8
1765491142.9169998,100.0,2227196,3,8
1765491142.9743402,100.0,2241780,3,8
1765491143.0268567,100.0,2256484,3,8
1765491143.0800776,100.0,2271068,3,8
1765491143.1315227,100.0,2285652,3,9
1765491143.1820922,100.0,2300236,3,9
1765491143.2351923,100.0,2314820,3,9
1765491143.2866762,100.0,2329404,3,9
1765491143.3393254,87.5,2343988,3,8
1765491143.3908644,87.5,2358572,3,8
1765491143.4428103,88.9,2360495,3,8
1765491143.4944067,88.9,2375351,3,8
1765491143.54714,100.0,2390329,3,7
1765491143.6031544,88.9,2392242,3,7
1765491143.65406,100.0,2407362,3,7
1765491143.7120392,100.0,2422602,3,7
1765491143.7567706,100.0,2437722,3,7
1765491143.8095179,100.0,2452842,3,7
1765491143.8658786,87.5,2467962,3,7
1765491143.918066,100.0,2483208,3,7
1765491143.978441,100.0,2498328,3,6
1765491144.0210128,100.0,2513448,3,6
1765491144.073355,88.9,2528694,3,6
1765491144.1243415,100.0,2543814,3,6
1765491144.175511,85.7,2558934,3,5
1765491144.2268045,100.0,2574054,3,5
1765491144.2888532,100.0,2589174,3,5
1765491144.3298087,100.0,2604294,3,5
1765491144.3796368,100.0,2619414,3,5
1765491144.4394171,88.9,2621337,3,5
1765491144.4985633,100.0,2636729,3,5
1765491144.552245,100.0,2652243,3,5
1765491144.6002007,100.0,2654156,3,4
1765491144.7333765,90.9,2669934,3,4
1765491144.7519403,100.0,2685710,3,4
1765491144.8274765,100.0,2701366,4,4
1765491144.8786707,100.0,2717022,4,4
1765491144.9380167,100.0,2732678,4,4
1765491144.9820373,87.5,2734591,4,4
1765491145.035615,85.7,2750511,4,5
1765491145.0984538,100.0,2766431,4,5
