client_id,cell_id,request_time,response_time,latency_ms,success,snapshot_id,seq_num
player_2,19_19,8654.646080782,8654.647084713,1,1,0,13
player_2,17_19,8655.647296058,8655.648297564,1,1,0,34
player_2,17_19,8656.646839372,8656.647840242,1,0,0,0
player_2,18_19,8657.651670687,8657.652671307,1,1,0,79
player_2,19_19,8658.653195611,8658.654198165,1,0,0,0
player_2,19_17,8659.66119917,8659.662200235,1,1,0,123
player_2,19_19,8660.664734334,8660.665735563,1,0,0,0
player_2,18_19,8661.674268427,8661.675269366,1,0,0,0
player_2,16_19,8662.67556244,8662.676563139,1,1,0,187
player_2,15_19,8663.67487793,8663.67587856,1,1,0,210
player_2,16_18,8664.676518091,8664.677519891,1,1,0,234
player_2,16_17,8665.68089786,8665.681898926,1,1,0,256
player_2,17_14,8666.683951604,8666.684952267,1,1,0,279
player_2,17_16,8667.688505007,8667.689506024,1,1,0,302
player_2,18_14,8668.694261495999,8668.695262503,1,1,0,326
player_2,19_12,8669.694535784,8669.695536607,1,1,0,349
player_2,17_11,8670.698980719,8670.699982885,1,1,0,372
player_2,17_12,8671.702831745999,8671.703833095,1,1,0,394
player_2,18_10,8672.702367861,8672.703369943,1,1,0,417
player_2,18_9,8673.704208961,8673.705210684,1,1,0,439
player_2,18_10,8674.709769545,8674.710770993,1,0,0,0
player_2,19_9,8675.719881241,8675.720882904,1,0,0,0
player_2,17_9,8676.732850094,8676.733851312,1,1,0,505
player_2,16_9,8677.734382198,8677.735382708,1,1,0,528
player_2,15_10,8678.737730607,8678.738731427,1,1,0,549
player_2,15_9,8679.739460652,8679.740462111,1,1,0,572
player_2,16_10,8680.742633176,8680.743634412,1,1,0,594
player_2,15_10,8681.749423873,8681.750425212,1,0,0,0
player_2,14_10,8682.753246321,8682.754247886,1,1,0,638
player_2,14_10,8683.75656931,8683.757571393,1,0,0,0
player_2,12_10,8684.758253701,8684.759254327,1,1,0,680
player_2,11_10,8685.758570317,8685.759571364,1,1,0,702
player_2,10_9,8686.76102268,8686.762024613,1,1,0,723
player_2,9_7,8687.783244736,8687.784245681,1,1,0,746
player_2,7_4,8688.781411489,8688.782412814,1,1,0,768
player_2,8_3,8689.792756853,8689.793758642,1,0,0,0
player_2,8_3,8690.785727815999,8690.786728842,1,0,0,0
player_2,9_3,8691.791705861,8691.792706872,1,0,0,0
player_2,8_4,8692.796227284,8692.797228007,1,0,0,0
player_2,5_4,8693.800646886999,8693.801648451,1,1,0,877
player_2,4_5,8694.81216259,8694.813163906,1,1,0,898
