timestamp,cpu_percent,bytes_sent,player1_pos_x,player1_pos_y,player2_pos_x,player2_pos_y,player3_pos_x,player3_pos_y,player4_pos_x,player4_pos_y
1765521334.1030746,0.0,0,0,0,19,19,0,19,19,0
1765521334.1540656,0.0,0,0,0,19,19,0,19,19,0
1765521334.20581,0.0,0,0,0,19,19,0,19,19,0
1765521334.2569833,42.9,0,0,0,19,19,0,19,19,0
1765521334.3085854,50.0,0,0,0,19,19,0,19,19,0
1765521334.358811,28.6,0,0,0,19,19,0,19,19,0
1765521334.4105995,11.1,0,0,0,19,19,0,19,19,0
1765521334.4610999,0.0,0,0,0,19,19,0,19,19,0
1765521334.5120564,0.0,0,0,0,19,19,0,19,19,0
1765521334.5628395,0.0,0,0,0,19,19,0,19,19,0
1765521334.6138906,0.0,0,0,0,19,19,0,19,19,0
1765521334.6657977,0.0,0,0,0,19,19,0,19,19,0
1765521334.719626,0.0,0,0,0,19,19,0,19,19,0
1765521334.7723162,0.0,0,0,0,19,19,0,19,19,0
1765521334.8260272,0.0,0,0,0,19,19,0,19,19,0
1765521334.8792822,0.0,0,0,0,19,19,0,19,19,0
1765521334.930217,0.0,0,0,0,19,19,0,19,19,0
1765521334.981856,0.0,0,0,0,19,19,0,19,19,0
1765521335.0352387,10.0,0,0,0,19,19,0,19,19,0
1765521335.0856845,11.1,0,0,0,19,19,0,19,19,0
1765521335.1379445,0.0,0,0,0,19,19,0,19,19,0
1765521335.192797,0.0,0,0,0,19,19,0,19,19,0
1765521335.243046,14.3,0,0,0,19,19,0,19,19,0
1765521335.2938895,57.1,0,0,0,19,19,0,19,19,0
1765521335.3449357,12.5,0,0,0,19,19,0,19,19,0
1765521335.3952668,0.0,0,0,0,19,19,0,19,19,0
1765521335.445594,0.0,0,0,0,19,19,0,19,19,0
1765521335.4961975,0.0,0,0,0,19,19,0,19,19,0
1765521335.5467901,0.0,0,0,0,19,19,0,19,19,0
1765521335.5972888,0.0,0,0,0,19,19,0,19,19,0
1765521335.648093,22.2,0,0,0,19,19,0,19,19,0
1765521335.7012303,20.0,0,0,0,19,19,0,19,19,0
1765521335.7516766,0.0,0,0,0,19,19,0,19,19,0
1765521335.8020892,0.0,0,0,0,19,19,0,19,19,0
1765521335.8533611,0.0,0,0,0,19,19,0,19,19,0
1765521335.9042404,0.0,0,0,0,19,19,0,19,19,0
1765521335.9557748,0.0,0,0,0,19,19,0,19,19,0
1765521336.0060067,0.0,0,0,0,19,19,0,19,19,0
1765521336.0566382,0.0,0,0,0,19,19,0,19,19,0
1765521336.107356,10.0,0,0,0,19,19,0,19,19,0
1765521336.157651,0.0,0,0,0,19,19,0,19,19,0
1765521336.2111175,11.1,0,0,0,19,19,0,19,19,0
1765521336.2618523,22.2,0,0,0,19,19,0,19,19,0
1765521336.3122249,0.0,0,0,0,19,19,0,19,19,0
1765521336.3626237,0.0,0,0,0,19,19,0,19,19,0
1765521336.4130182,0.0,0,0,0,19,19,0,19,19,0
1765521336.4633856,10.0,0,0,0,19,19,0,19,19,0
1765521336.513688,0.0,0,0,0,19,19,0,19,19,0
1765521336.5640798,0.0,0,0,0,19,19,0,19,19,0
1765521336.614644,0.0,0,0,0,19,19,0,19,19,0
1765521336.6650243,0.0,0,0,0,19,19,0,19,19,0
1765521336.7153857,0.0,0,0,0,19,19,0,19,19,0
1765521336.76631,0.0,0,0,0,19,19,0,19,19,0
1765521336.816978,0.0,0,0,0,19,19,0,19,19,0
1765521336.8673024,10.0,0,0,0,19,19,0,19,19,0
1765521336.91812,0.0,0,0,0,19,19,0,19,19,0
1765521336.9684317,50.0,0,0,0,19,19,0,19,19,0
1765521337.0188777,42.9,0,0,0,19,19,0,19,19,0
1765521337.0692189,44.4,0,0,0,19,19,0,19,19,0
1765521337.119644,37.5,0,0,0,19,19,0,19,19,0
1765521337.1701427,55.6,0,0,0,19,19,0,19,19,0
1765521337.2205555,42.9,0,0,0,19,19,0,19,19,0
1765521337.270849,42.9,0,0,0,19,19,0,19,19,0
1765521337.3211699,37.5,0,0,0,19,19,0,19,19,0
1765521337.371883,55.6,0,0,0,19,19,0,19,19,0
1765521337.4267473,55.6,0,0,0,19,19,0,19,19,0
1765521337.5535793,66.7,0,0,0,19,19,0,19,19,0
1765521337.605386,100.0,0,0,0,19,19,0,19,19,0
1765521337.6562216,100.0,0,0,0,19,19,0,19,19,0
1765521337.7151203,100.0,0,0,0,19,19,0,19,19,0
1765521337.7729754,100.0,0,0,0,19,19,0,19,19,0
1765521337.826904,57.1,0,0,0,19,19,0,19,19,0
1765521337.8803844,100.0,0,0,0,19,19,0,19,19,0
1765521337.9544528,100.0,0,0,0,19,19,0,19,19,0
1765521338.0089052,100.0,0,0,0,19,19,0,19,19,0
1765521338.0620542,88.9,0,0,0,19,19,0,19,19,0
1765521338.113284,87.5,0,0,0,19,19,0,19,19,0
1765521338.16789,100.0,0,0,0,19,19,0,19,19,0
1765521338.2231708,100.0,0,0,0,19,19,0,19,19,0
