player_4,0,0,1766518331691,1766518331691,0,4.0,7.0
player_4,0,0,1766518331695,1766518331695,0,4.0,7.0
player_4,0,0,1766518332743,1766518332743,0,4.0,7.0
player_4,0,0,1766518332744,1766518332744,0,4.0,7.0
player_4,0,0,1766518333786,1766518333786,0,4.0,7.0
player_4,0,0,1766518333788,1766518333788,0,4.0,7.0
player_4,0,0,1766518334822,1766518334822,0,4.0,7.0
player_4,0,0,1766518334823,1766518334824,1,4.0,7.0
player_4,0,0,1766518335854,1766518335854,0,4.0,7.0
player_4,0,0,1766518335855,1766518335856,1,4.0,7.0
player_4,0,0,1766518336886,1766518336886,0,4.0,7.0
player_4,0,0,1766518336888,1766518336888,0,4.0,7.0
player_4,0,0,1766518337919,1766518337919,0,4.0,7.0
player_4,0,0,1766518337921,1766518337921,0,4.0,7.0
player_4,0,0,1766518338949,1766518338949,0,4.0,7.0
player_4,0,0,1766518338954,1766518338955,1,4.0,7.0
player_4,0,0,1766518339979,1766518339980,1,4.0,7.0
player_4,0,0,1766518339981,1766518339981,0,4.0,7.0
