timestamp,cpu_percent,bytes_sent,player1_pos_x,player1_pos_y,player2_pos_x,player2_pos_y,player3_pos_x,player3_pos_y,player4_pos_x,player4_pos_y
1765521856.0741584,0.0,0,0,0,19,19,0,19,19,0
1765521856.124668,20.0,0,0,0,19,19,0,19,19,0
1765521856.1759844,57.1,0,0,0,19,19,0,19,19,0
1765521856.2277884,50.0,0,0,0,19,19,0,19,19,0
1765521856.2781775,50.0,0,0,0,19,19,0,19,19,0
1765521856.329738,62.5,0,0,0,19,19,0,19,19,0
1765521856.381344,57.1,0,0,0,19,19,0,19,19,0
1765521856.4321258,60.0,0,0,0,19,19,0,19,19,0
1765521856.4829266,57.1,0,0,0,19,19,0,19,19,0
1765521856.5330446,40.0,0,0,0,19,19,0,19,19,0
1765521856.5859244,40.0,0,0,0,19,19,0,19,19,0
1765521856.6368945,57.1,0,0,0,19,19,0,19,19,0
1765521856.688819,50.0,0,0,0,19,19,0,19,19,0
1765521856.7400382,25.0,0,0,0,19,19,0,19,19,0
1765521856.792602,0.0,0,0,0,19,19,0,19,19,0
1765521856.8435948,0.0,0,0,0,19,19,0,19,19,0
1765521856.896367,0.0,0,0,0,19,19,0,19,19,0
1765521856.9478152,0.0,0,0,0,19,19,0,19,19,0
1765521856.9992383,0.0,0,0,0,19,19,0,19,19,0
1765521857.0510287,0.0,0,0,0,19,19,0,19,19,0
1765521857.1018674,30.0,0,0,0,19,19,0,19,19,0
1765521857.1543162,42.9,0,0,0,19,19,0,19,19,0
1765521857.2553744,25.0,0,0,0,19,19,0,19,19,0
1765521857.3188467,0.0,0,0,0,19,19,0,19,19,0
1765521857.3720417,57.1,0,0,0,19,19,0,19,19,0
1765521857.4226408,42.9,0,0,0,19,19,0,19,19,0
1765521857.4752254,50.0,0,0,0,19,19,0,19,19,0
1765521857.5259898,50.0,0,0,0,19,19,0,19,19,0
1765521857.5772557,50.0,0,0,0,19,19,0,19,19,0
1765521857.6349733,33.3,0,0,0,19,19,0,19,19,0
1765521857.6870477,50.0,0,0,0,19,19,0,19,19,0
1765521857.7470365,14.3,0,0,0,19,19,0,19,19,0
1765521857.7974012,66.7,0,0,0,19,19,0,19,19,0
1765521857.847685,60.0,0,0,0,19,19,0,19,19,0
1765521857.9028282,50.0,0,0,0,19,19,0,19,19,0
1765521857.9574113,33.3,0,0,0,19,19,0,19,19,0
1765521858.0079498,50.0,0,0,0,19,19,0,19,19,0
1765521858.0629208,50.0,0,0,0,19,19,0,19,19,0
1765521858.1201262,62.5,0,0,0,19,19,0,19,19,0
1765521858.1714191,42.9,0,0,0,19,19,0,19,19,0
1765521858.2230022,50.0,0,0,0,19,19,0,19,19,0
1765521858.2783303,50.0,0,0,0,19,19,0,19,19,0
1765521858.3298075,50.0,0,0,0,19,19,0,19,19,0
1765521858.3831787,40.0,0,0,0,19,19,0,19,19,0
1765521858.433872,40.0,0,0,0,19,19,0,19,19,0
1765521858.4847884,57.1,0,0,0,19,19,0,19,19,0
1765521858.53516,57.1,0,0,0,19,19,0,19,19,0
1765521858.5864065,50.0,0,0,0,19,19,0,19,19,0
1765521858.636594,42.9,0,0,0,19,19,0,19,19,0
1765521858.6917555,28.6,0,0,0,19,19,0,19,19,0
1765521858.7503943,50.0,0,0,0,19,19,0,19,19,0
1765521858.8021567,50.0,0,0,0,19,19,0,19,19,0
1765521858.8543813,100.0,0,0,0,19,19,0,19,19,0
1765521858.906878,100.0,0,0,0,19,19,0,19,19,0
1765521858.9618785,83.3,0,0,0,19,19,0,19,19,0
1765521859.0150566,80.0,0,0,0,19,19,0,19,19,0
1765521859.0664945,83.3,0,0,0,19,19,0,19,19,0
1765521859.1177223,100.0,0,0,0,19,19,0,19,19,0
1765521859.1891508,33.3,0,0,0,19,19,0,19,19,0
1765521859.2421608,100.0,0,0,0,19,19,0,19,19,0
1765521859.3262155,16.7,0,0,0,19,19,0,19,19,0
1765521859.3943906,100.0,0,0,0,19,19,0,19,19,0
1765521859.5374694,100.0,0,0,0,19,19,0,19,19,0
1765521859.5910141,100.0,0,0,0,19,19,0,19,19,0
1765521859.643059,100.0,0,0,0,19,19,0,19,19,0
1765521859.6969867,71.4,0,0,0,19,19,0,19,19,0
1765521859.750028,100.0,0,0,0,19,19,0,19,19,0
1765521859.830583,20.0,0,0,0,19,19,0,19,19,0
1765521859.9112723,100.0,0,0,0,19,19,0,19,19,0
1765521860.0077534,100.0,0,0,0,19,19,0,19,19,0
1765521860.058295,100.0,0,0,0,19,19,0,19,19,0
1765521860.109819,100.0,0,0,0,19,19,0,19,19,0
1765521860.160703,100.0,0,0,0,19,19,0,19,19,0
1765521860.2142508,100.0,0,0,0,19,19,0,19,19,0
1765521860.3140845,33.3,0,0,0,19,19,0,19,19,0
1765521860.3778017,100.0,0,0,0,19,19,0,19,19,0
1765521860.4990144,100.0,0,0,0,19,19,0,19,19,0
1765521860.574489,100.0,0,0,0,19,19,0,19,19,0
1765521860.6270237,100.0,0,0,0,19,19,0,19,19,0
1765521860.6786008,100.0,0,0,0,19,19,0,19,19,0
1765521860.765279,100.0,0,0,0,19,19,0,19,19,0
1765521860.8546524,100.0,0,0,0,19,19,0,19,19,0
1765521860.983883,100.0,0,0,0,19,19,0,19,19,0
