player_3,0,0,1766518332496,1766518332496,0,4.0,7.0
player_3,0,0,1766518332497,1766518332497,0,4.0,7.0
player_3,0,0,1766518333546,1766518333547,1,4.0,7.0
player_3,0,0,1766518333547,1766518333547,0,4.0,7.0
player_3,0,0,1766518334579,1766518334579,0,4.0,7.0
player_3,0,0,1766518334579,1766518334580,1,4.0,7.0
player_3,0,0,1766518335608,1766518335608,0,4.0,7.0
player_3,0,0,1766518335609,1766518335609,0,4.0,7.0
player_3,0,0,1766518336637,1766518336637,0,4.0,7.0
player_3,0,0,1766518336638,1766518336639,1,4.0,7.0
player_3,0,0,1766518337669,1766518337669,0,4.0,7.0
player_3,0,0,1766518337671,1766518337671,0,4.0,7.0
player_3,0,0,1766518338703,1766518338703,0,4.0,7.0
player_3,0,0,1766518338706,1766518338707,1,4.0,7.0
player_3,0,0,1766518339734,1766518339734,0,4.0,7.0
player_3,0,0,1766518339736,1766518339736,0,4.0,7.0
