client_id,cell_id,request_time,response_time,latency_ms,success,snapshot_id,seq_num
player_3,0_19,8720.384812995,8720.385815754,1,1,0,25
player_3,0_19,8721.389846906,8721.390848127,1,0,0,0
player_3,1_18,8722.391770502,8722.392771341,1,1,0,69
player_3,1_18,8723.398406821,8723.399407395,1,0,0,0
player_3,3_18,8724.402595702,8724.403596858,1,1,0,114
player_3,5_16,8725.402827186,8725.403828107,1,1,0,137
player_3,5_15,8726.406256543,8726.407257753,1,1,0,159
player_3,6_15,8727.660496767,8727.661497668,1,1,0,182
player_3,6_15,8728.412710981,8728.413711871,1,0,0,0
player_3,4_15,8729.412394227,8729.413394926,1,1,0,228
player_3,4_13,8730.420673667999,8730.42167441,1,1,0,252
player_3,2_11,8731.42038344,8731.421384146,1,1,0,275
player_3,3_12,8732.422176613,8732.423177346,1,1,0,299
player_3,4_12,8733.431254095,8733.432254482,1,1,0,323
player_3,1_12,8734.434566532,8734.435567327,1,1,0,346
player_3,1_11,8735.444485877,8735.445486413,1,1,0,369
player_3,0_11,8736.446401816,8736.447402908,1,1,0,391
player_3,0_12,8737.448751378,8737.449755881,1,1,0,413
player_3,1_13,8738.453676972,8738.454678017,1,1,0,435
player_3,3_14,8739.467536381,8739.468536975,1,1,0,459
player_3,1_13,8740.463958523,8740.464959958,1,0,0,0
player_3,0_13,8741.473923966,8741.474924929,1,1,0,504
player_3,3_14,8742.477561115,8742.478561856,1,0,0,0
player_3,4_14,8743.483324891,8743.484326325,1,1,0,550
player_3,3_15,8744.702867067,8744.703868338,1,1,0,574
player_3,3_13,8745.497915565,8745.498916436,1,1,0,597
player_3,0_13,8746.498078143,8746.49907913,1,0,0,0
player_3,3_14,8747.501609719,8747.502610503,1,0,0,0
player_3,2_12,8748.502998237,8748.503999061,1,1,0,661
player_3,2_13,8749.508435137,8749.509439456,1,1,0,685
player_3,3_14,8750.514831726,8750.515832595,1,0,0,0
player_3,5_13,8751.526735629,8751.527736477,1,0,0,0
player_3,5_13,8752.527723252,8752.528724388,1,0,0,0
player_3,4_12,8753.535237215,8753.536237884,1,0,0,0
player_3,3_11,8754.543323786,8754.54432583,1,1,0,791
player_3,4_10,8755.542279899,8755.543280481,1,1,0,812
player_3,9_8,8757.560528588,8757.561530174,1,1,0,856
player_3,10_11,8758.550128586,8758.551129446,1,1,0,877
player_3,11_10,8759.554971885,8759.555972459,1,1,0,900
player_3,10_8,8760.558032187,8760.559032933,1,1,0,920
