client_id,cell_id,request_time,response_time,latency_ms,success,snapshot_id,seq_num
player_3,0_18,8784.437732383,8784.43873515,1,1,0,25
player_3,1_16,8785.441469125999,8785.442470564,1,1,0,47
player_3,1_13,8786.441136599,8786.442137658,1,1,0,71
player_3,2_13,8787.442813489,8787.443814302,1,1,0,94
player_3,3_15,8788.650894859,8788.651896031,1,1,0,121
player_3,2_13,8789.449181462,8789.450182223,1,0,0,0
player_3,4_13,8790.450518829,8790.451519738,1,1,0,160
player_3,5_12,8791.452774413,8791.453775063,1,1,0,183
player_3,6_12,8792.453828243,8792.45482889,1,1,0,206
player_3,8_12,8793.698218473,8793.699219289,1,1,0,229
player_3,8_12,8793.905845131,8793.906846472,1,1,0,229
player_3,8_12,8794.463406853,8794.464408695,1,0,0,0
player_3,9_13,8795.471754922999,8795.472755375,1,1,0,272
player_3,8_11,8796.476172463,8796.477173517,1,1,0,293
player_3,8_11,8796.57511711,8796.576117981,1,0,0,0
player_3,8_11,8796.715889789999,8796.716891366,1,1,0,293
player_3,8_8,8797.487248151,8797.48824912,1,1,0,316
player_3,8_8,8798.47927335,8798.480273932,1,0,0,0
player_3,8_11,8799.481301017,8799.482301718,1,0,0,0
player_3,10_12,8800.48968602,8800.490686655,1,1,0,379
player_3,12_12,8801.487242074,8801.48824286,1,1,0,401
player_3,13_14,8802.493747704999,8802.494748482,1,1,0,423
player_3,13_16,8803.499021528,8803.500022044,1,1,0,445
player_3,12_19,8804.505130915,8804.506131992,1,1,0,467
player_3,12_17,8805.515944625,8805.51694592,1,1,0,488
player_3,11_18,8806.515355002999,8806.516356282,1,1,0,511
player_3,10_18,8807.523816906,8807.524817759,1,1,0,532
player_3,11_17,8808.523940331,8808.524942033,1,1,0,554
player_3,9_14,8809.755663805,8809.756665091,1,1,0,576
player_3,9_14,8809.96557624,8809.966577166,1,1,0,576
player_3,9_14,8810.533522446,8810.534523433,1,0,0,0
player_3,9_14,8810.632595556,8810.633596303,1,0,0,0
player_3,9_15,8811.537538978,8811.538540334,1,1,0,617
player_3,8_15,8812.538949468,8812.539951457,1,1,0,638
player_3,8_14,8813.754250385,8813.755252371,1,1,0,658
player_3,6_14,8814.550536903,8814.551537362,1,1,0,680
player_3,7_16,8815.553607309,8815.554609122,1,1,0,701
player_3,6_17,8816.55657473,8816.557576097,1,1,0,723
player_3,8_18,8817.561411291,8817.562412469,1,1,0,746
player_3,8_17,8818.561692966,8818.562693746,1,1,0,768
player_3,6_14,8819.562771952,8819.563772804,1,0,0,0
player_3,9_14,8820.564405056,8820.565405534,1,0,0,0
player_3,11_13,8821.568063159999,8821.569063891,1,1,0,829
player_3,10_9,8822.572222895,8822.573224065,1,1,0,853
