client_id,cell_id,request_time,response_time,latency_ms,success,snapshot_id,seq_num
player_4,19_0,8785.264388121,8785.265392754,1,1,0,43
player_4,19_0,8785.514868711,8785.515869561,1,1,0,43
player_4,19_1,8786.16196426,8786.162965019,1,1,0,64
player_4,19_1,8786.384111854999,8786.385112607,1,1,0,64
player_4,17_2,8787.165672558,8787.166673511,1,1,0,88
player_4,17_2,8787.268134434,8787.269135114,1,0,0,0
player_4,17_2,8788.171166098,8788.172167317,1,0,0,0
player_4,18_4,8789.280165428,8789.281166729,1,1,0,134
player_4,19_2,8790.186794197,8790.18779508,1,1,0,154
player_4,17_4,8791.188818831,8791.189819974,1,1,0,177
player_4,17_7,8792.407925565,8792.40892681,1,1,0,199
player_4,17_6,8793.195370617,8793.19637215,1,1,0,223
player_4,15_9,8794.209169472,8794.210170086,1,1,0,245
player_4,15_10,8795.199337932,8795.200338664,1,1,0,265
player_4,18_9,8796.200921077,8796.20192147,1,1,0,287
player_4,19_9,8797.206589215,8797.207590636,1,1,0,309
player_4,19_9,8798.208600164,8798.209601668,1,0,0,0
player_4,17_10,8799.208748875999,8799.209749765,1,1,0,351
player_4,17_10,8800.212739059,8800.21374156,1,0,0,0
player_4,16_11,8801.215183174,8801.21618454,1,1,0,395
player_4,16_12,8802.218853119,8802.219853915,1,1,0,416
player_4,17_13,8803.221285329,8803.222285956,1,1,0,439
player_4,17_13,8804.228540246,8804.22954154,1,0,0,0
player_4,18_13,8805.229670882,8805.230672038,1,0,0,0
player_4,18_13,8805.434002113,8805.435003129,1,0,0,0
player_4,19_14,8806.232540271,8806.233541403,1,1,0,505
player_4,18_15,8808.239267199,8808.240268803,1,1,0,547
player_4,18_11,8809.241825107,8809.242825736,1,1,0,570
player_4,19_14,8811.243555567,8811.244556445,1,0,0,0
player_4,19_14,8812.245357923,8812.246358916,1,0,0,0
player_4,19_14,8813.247050066,8813.24805056,1,0,0,0
player_4,18_16,8814.24983897,8814.250840158,1,0,0,0
player_4,18_19,8815.256897945,8815.257899589,1,0,0,0
player_4,18_19,8816.258287192999,8816.259287935,1,0,0,0
player_4,18_18,8817.255052355,8817.256052981,1,0,0,0
player_4,17_17,8818.366612943999,8818.367613701,1,0,0,0
player_4,17_14,8819.270795964,8819.271796574,1,0,0,0
player_4,16_14,8820.274804257,8820.275805614,1,0,0,0
player_4,19_13,8821.277773831,8821.278775731,1,0,0,0
player_4,19_12,8822.286211135,8822.287212419,1,1,0,846
