client_id,cell_id,request_time,response_time,latency_ms,success,snapshot_id,seq_num
player_2,18_19,8783.648206513999,8783.649209626,1,1,0,13
player_2,17_19,8784.666931834,8784.667935707,1,1,0,30
player_2,19_19,8785.648865212,8785.649866173,1,1,0,52
player_2,18_18,8786.654715737,8786.655716775,1,1,0,76
player_2,19_16,8787.657752332,8787.658753015,1,1,0,99
player_2,19_16,8787.761046382,8787.762047451,1,0,0,0
player_2,19_19,8788.668815508,8788.669816186,1,0,0,0
player_2,18_19,8789.665479821,8789.666480362,1,0,0,0
player_2,18_18,8790.669367135999,8790.670367598,1,0,0,0
player_2,18_18,8791.678855159,8791.679856238,1,0,0,0
player_2,19_18,8793.025799959,8793.026801515,1,1,0,213
player_2,19_18,8793.693295541,8793.694296301,1,0,0,0
player_2,19_18,8794.697013959,8794.69801476,1,0,0,0
player_2,19_16,8795.70157941,8795.702584793,1,0,0,0
player_2,19_15,8796.702735723,8796.703736614,1,1,0,299
player_2,17_17,8798.714999456,8798.716000717,1,1,0,341
player_2,17_17,8798.815243566,8798.816244094,1,0,0,0
player_2,17_17,8798.923230555,8798.924231261,1,0,0,0
player_2,17_18,8799.726201725,8799.727202673,1,1,0,363
player_2,16_18,8800.72704983,8800.728050948,1,1,0,384
player_2,17_19,8801.734342808999,8801.7353437,1,0,0,0
player_2,19_17,8802.739742325,8802.74074308,1,1,0,429
player_2,18_14,8803.737612178,8803.738613066,1,1,0,451
player_2,18_14,8803.984071953,8803.98507402,1,1,0,451
player_2,18_13,8804.747362271,8804.748363605,1,1,0,473
player_2,19_13,8805.746489821,8805.747492149,1,1,0,494
player_2,19_13,8806.74713366,8806.748134817,1,0,0,0
player_2,18_16,8807.747657755,8807.748658483,1,1,0,537
player_2,19_18,8808.750832899,8808.751833948,1,0,0,0
player_2,19_16,8809.754169025,8809.755169713,1,0,0,0
player_2,19_15,8810.863586326,8810.864587095,1,0,0,0
player_2,19_15,8811.763638868999,8811.764643081,1,0,0,0
player_2,19_14,8812.768918613,8812.769919662,1,0,0,0
player_2,16_14,8813.776413006999,8813.777413952,1,1,0,664
player_2,17_14,8814.784203023,8814.785204533,1,1,0,685
player_2,15_13,8815.79266993,8815.793670885,1,1,0,707
player_2,14_12,8816.7901216,8816.79112294,1,1,0,729
player_2,13_12,8817.797315638,8817.798316285,1,1,0,751
player_2,13_10,8818.798758546,8818.799759537,1,1,0,774
player_2,15_10,8819.804065224,8819.805066677,1,0,0,0
player_2,15_11,8820.804186004,8820.805186604,1,1,0,813
player_2,14_11,8821.80484305,8821.805844262,1,1,0,835
player_2,14_10,8822.811797609,8822.812798785,1,1,0,858
