client_id,cell_id,request_time,response_time,latency_ms,success,snapshot_id,seq_num
player_3,1_19,8849.620213905,8849.621215625,1,1,0,15
player_3,2_19,8850.636376864999,8850.637378043,1,1,0,37
player_3,0_19,8851.634423697,8851.635424593,1,1,0,60
player_3,0_19,8852.639723389,8852.640724286,1,0,0,0
player_3,2_19,8853.64078321,8853.641784024,1,0,0,0
player_3,1_18,8854.645132709,8854.646133234,1,1,0,125
player_3,0_17,8855.643714726,8855.64471556,1,1,0,145
player_3,0_15,8856.643327441,8856.644327938,1,1,0,168
player_3,1_15,8857.64367939,8857.644680107,1,1,0,190
player_3,1_16,8858.649480291,8858.650481592,1,1,0,212
player_3,0_14,8859.652987148,8859.653988021,1,1,0,236
player_3,0_16,8860.653168745,8860.654169624,1,1,0,258
player_3,1_16,8861.656614373,8861.657615114,1,0,0,0
player_3,0_18,8862.66274293,8862.663743604,1,1,0,302
player_3,0_18,8863.661177434,8863.662177875,1,0,0,0
player_3,0_19,8864.664782741,8864.665784095,1,0,0,0
player_3,1_19,8865.668234017,8865.669234488,1,0,0,0
player_3,2_18,8866.670076668,8866.671077363,1,1,0,391
player_3,1_17,8867.675534873,8867.676536417,1,1,0,414
player_3,1_18,8868.675552141,8868.676552923,1,0,0,0
player_3,3_19,8869.681718775,8869.68271985,1,1,0,458
player_3,1_17,8870.681597447,8870.682598751,1,0,0,0
player_3,3_17,8871.684567488,8871.685568785,1,1,0,501
player_3,2_17,8872.688826018,8872.689828072,1,1,0,525
player_3,3_17,8873.692092076999,8873.693092605,1,0,0,0
player_3,3_19,8874.696561285,8874.697562203,1,0,0,0
player_3,4_18,8875.701159925,8875.702160715,1,1,0,590
player_3,3_17,8876.705894908,8876.706895822,1,0,0,0
player_3,2_17,8877.708016216,8877.709017038,1,0,0,0
player_3,3_16,8878.713345634,8878.714346187,1,1,0,657
player_3,4_16,8879.716244629999,8879.717245319,1,1,0,679
player_3,5_17,8880.72051447,8880.721515333,1,1,0,702
player_3,4_16,8881.726084533,8881.727085464,1,0,0,0
player_3,3_16,8882.727076981,8882.728078203,1,0,0,0
player_3,4_16,8883.730753685999,8883.731754295,1,0,0,0
player_3,5_15,8884.731307621,8884.732308468,1,1,0,786
player_3,6_16,8885.732622561,8885.733623431,1,1,0,808
player_3,6_16,8886.73599885,8886.737000165,1,0,0,0
player_3,6_17,8887.739524894,8887.740526545,1,1,0,853
player_3,6_18,8888.743880206,8888.744881374,1,1,0,876
